eventID,occurrenceID,occurrenceStatus,specificEpithet,scientificName,scientificNameID,individualCount,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,lifeStage,sex,occurrenceRemarks,basisOfRecord
IYS:GoA2019:Stn8:trawl:sample316,IYS:GoA2019:Stn8:trawl:sample316:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample317,IYS:GoA2019:Stn8:trawl:sample317:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample318,IYS:GoA2019:Stn8:trawl:sample318:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample319,IYS:GoA2019:Stn8:trawl:sample319:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample320,IYS:GoA2019:Stn8:trawl:sample320:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample321,IYS:GoA2019:Stn8:trawl:sample321:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample322,IYS:GoA2019:Stn8:trawl:sample322:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample323,IYS:GoA2019:Stn8:trawl:sample323:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample324,IYS:GoA2019:Stn8:trawl:sample324:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample325,IYS:GoA2019:Stn8:trawl:sample325:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample326,IYS:GoA2019:Stn8:trawl:sample326:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample327,IYS:GoA2019:Stn8:trawl:sample327:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample328,IYS:GoA2019:Stn8:trawl:sample328:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample329,IYS:GoA2019:Stn8:trawl:sample329:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample330,IYS:GoA2019:Stn8:trawl:sample330:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample331,IYS:GoA2019:Stn8:trawl:sample331:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample332,IYS:GoA2019:Stn8:trawl:sample332:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample333,IYS:GoA2019:Stn8:trawl:sample333:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample334,IYS:GoA2019:Stn8:trawl:sample334:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample335,IYS:GoA2019:Stn8:trawl:sample335:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample336,IYS:GoA2019:Stn8:trawl:sample336:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample337,IYS:GoA2019:Stn8:trawl:sample337:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample338,IYS:GoA2019:Stn8:trawl:sample338:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample339,IYS:GoA2019:Stn8:trawl:sample339:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample340,IYS:GoA2019:Stn8:trawl:sample340:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample341,IYS:GoA2019:Stn8:trawl:sample341:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample342,IYS:GoA2019:Stn8:trawl:sample342:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample343,IYS:GoA2019:Stn8:trawl:sample343:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample344,IYS:GoA2019:Stn8:trawl:sample344:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample345,IYS:GoA2019:Stn8:trawl:sample345:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample346,IYS:GoA2019:Stn8:trawl:sample346:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample347,IYS:GoA2019:Stn8:trawl:sample347:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample348,IYS:GoA2019:Stn8:trawl:sample348:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample349,IYS:GoA2019:Stn8:trawl:sample349:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample350,IYS:GoA2019:Stn8:trawl:sample350:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample351,IYS:GoA2019:Stn8:trawl:sample351:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample352,IYS:GoA2019:Stn8:trawl:sample352:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample353,IYS:GoA2019:Stn8:trawl:sample353:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample354,IYS:GoA2019:Stn8:trawl:sample354:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample355,IYS:GoA2019:Stn8:trawl:sample355:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn8:trawl:sample356,IYS:GoA2019:Stn8:trawl:sample356:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn9:trawl,IYS:GoA2019:Stn9:trawl:occ:56,present,borealis,Belonella borealis,urn:lsid:marinespecies.org:taxname:342282,1,"Nesis, 1972",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Belonella,NA,,NA,HumanObservation
IYS:GoA2019:Stn9:trawl,IYS:GoA2019:Stn9:trawl:occ:57,present,cucumis,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,3,"(Mertens, 1833)",accepted,Species,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA,,NA,HumanObservation
IYS:GoA2019:Stn9:trawl,IYS:GoA2019:Stn9:trawl:occ:58,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn9:trawl:sample357,IYS:GoA2019:Stn9:trawl:sample357:occ,present,borealis,Belonella borealis,urn:lsid:marinespecies.org:taxname:342282,1,"Nesis, 1972",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Belonella,NA,female,NA,HumanObservation
IYS:GoA2019:Stn9:trawl:sample358,IYS:GoA2019:Stn9:trawl:sample358:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:59,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,20,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:60,present,cucumis,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,19,"(Mertens, 1833)",accepted,Species,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:61,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:62,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,4,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:63,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,4,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl,IYS:GoA2019:Stn10:trawl:occ:64,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,6,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample359,IYS:GoA2019:Stn10:trawl:sample359:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample360,IYS:GoA2019:Stn10:trawl:sample360:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample361,IYS:GoA2019:Stn10:trawl:sample361:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample362,IYS:GoA2019:Stn10:trawl:sample362:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample363,IYS:GoA2019:Stn10:trawl:sample363:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample364,IYS:GoA2019:Stn10:trawl:sample364:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample365,IYS:GoA2019:Stn10:trawl:sample365:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample366,IYS:GoA2019:Stn10:trawl:sample366:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample367,IYS:GoA2019:Stn10:trawl:sample367:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample368,IYS:GoA2019:Stn10:trawl:sample368:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample369,IYS:GoA2019:Stn10:trawl:sample369:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample370,IYS:GoA2019:Stn10:trawl:sample370:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample371,IYS:GoA2019:Stn10:trawl:sample371:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample372,IYS:GoA2019:Stn10:trawl:sample372:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample373,IYS:GoA2019:Stn10:trawl:sample373:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample374,IYS:GoA2019:Stn10:trawl:sample374:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample375,IYS:GoA2019:Stn10:trawl:sample375:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample376,IYS:GoA2019:Stn10:trawl:sample376:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample377,IYS:GoA2019:Stn10:trawl:sample377:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample378,IYS:GoA2019:Stn10:trawl:sample378:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample379,IYS:GoA2019:Stn10:trawl:sample379:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample380,IYS:GoA2019:Stn10:trawl:sample380:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample381,IYS:GoA2019:Stn10:trawl:sample381:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample382,IYS:GoA2019:Stn10:trawl:sample382:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample383,IYS:GoA2019:Stn10:trawl:sample383:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample384,IYS:GoA2019:Stn10:trawl:sample384:occ,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,1,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample385,IYS:GoA2019:Stn10:trawl:sample385:occ,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,1,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn10:trawl:sample386,IYS:GoA2019:Stn10:trawl:sample386:occ,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,1,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,female,NA,HumanObservation
